0,0,0
-0.09665913,0.000215772,0.486175115
-0.257134892,0.046765224,0.486175115
-0.395846267,0.065551361,0.494079409
-0.531464352,0.0732447,0.494079409
-0.676444795,0.077263645,0.494079409
-0.812079381,0.077566431,0.494079409
-0.952403393,0.072336743,0.494079409
-1.091176639,0.063408296,0.494079409
-1.22527695,0.05262177,0.494079409
-1.364066695,0.036302768,0.494079409
-1.502839939,0.027374327,0.474318674
-1.636932007,0.020283087,0.474318674
-1.769469178,0.011340728,0.474318674
-1.908246548,0.000564651,0.474318674
-2.040779596,-0.006530064,0.474318674
-2.185788916,-0.015444575,0.474318674
-2.33079411,-0.022511443,0.474318674
-2.489818093,-0.024004064,0.494079409
-2.63636168,-0.02182925,0.482222968
-2.781333874,-0.014114995,0.474318674
-2.923196284,-0.010102978,0.474318674
-3.051039903,-0.011665203,0.474318674
-3.189796649,-0.013203063,0.474318674
-3.330087663,-0.003651601,0.474318674
-3.475051608,0.007757943,0.474318674
-3.613783604,0.017305927,0.474318674
-3.758743421,0.030563115,0.474318674
-3.916175386,0.043848152,0.474318674
-4.053364863,0.046002102,0.498031556
-4.196782162,0.051865259,0.498031556
-4.340211839,0.052185498,0.5
-4.483641514,0.052505739,0.5
-4.628650834,0.043591265,0.5
-4.772105263,0.032825673,0.5
-4.923354782,0.022077488,0.486175115
-5.079252477,0.024273224,0.486175115
-5.216425455,0.03381775,0.486175115
-5.367604841,0.054479444,0.5
-5.496974474,0.067701848,0.5
-5.643472679,0.090200743,0.5
-5.780616776,0.112678752,0.5
-5.927110854,0.137025291,0.5
-6.058018875,0.159489381,0.5
-6.192053184,0.178265156,0.5
-6.327658889,0.191501494,0.5
-6.47883827,0.212163206,0.5
-6.62847101,0.227278519,0.5
-6.778112003,0.238698556,0.5
-6.949587499,0.246472054,0.5
-7.088327742,0.252324807,0.5
-7.247331092,0.26007046,0.5
-7.389181119,0.26962546,0.5
-7.537258965,0.282889666,0.5
-7.671309772,0.294274902,0.5
-7.816257202,0.313075068,0.5
-7.954956182,0.33740423,0.5
-8.107665696,0.371002925,0.5
-8.252571865,0.408279493,0.5
-8.408411789,0.436342236,0.5
-8.57517722,0.458886435,0.5
-8.745056558,0.483285238,0.5
-8.891563004,0.502088902,0.5
-9.047423556,0.520913459,0.486175115
-9.200174326,0.536035775,0.486175115
-9.36072431,0.549327861,0.486175115
-9.510357041,0.564443218,0.486175115
-9.659998026,0.575863298,0.486175115
-9.794044701,0.589096204,0.486175115
-9.935890592,0.60049888,0.486175115
-10.08242179,0.608216723,0.486175115
-10.21181204,0.612200991,0.486175115
-10.33808013,0.618025936,0.486175115
-10.46123019,0.623843919,0.486175115
-10.59219183,0.622288755,0.5
-10.73251172,0.618906844,0.5
-10.87439475,0.613680777,0.46641438
-11.02564427,0.602932686,0.458510086
-11.18311335,0.599589081,0.454557939
-11.32966931,0.596221106,0.454557939
-11.46843843,0.589140445,0.474318674
-11.60253049,0.582049341,0.486175115
-11.72256664,0.586012736,0.458510086
-11.85507493,0.590003988,0.482222968
-11.99383167,0.588466252,0.5
-12.13260904,0.577690322,0.5
-12.27919802,0.559541244,0.5
-12.41641637,0.548761834,0.486175115
-12.5520592,0.545369504,0.5
-12.69550538,0.538299306,0.5
-12.84364512,0.523848997,0.5
-12.98866269,0.511239368,0.5
-13.13210474,0.506016816,0.5
-13.26462541,0.504465169,0.5
-13.40339041,0.499232174,0.5
-13.54215541,0.493999182,0.5
-13.679349,0.494305626,0.5
-13.81029827,0.498293423,0.5
-13.94436558,0.502288187,0.5
-14.08778287,0.508151487,0.5
-14.21249607,0.512125359,0.5
-14.35591748,0.516141023,0.5
-14.46191834,0.521920749,0.5
-14.61312246,0.531496746,0.5
-14.71913569,0.531733557,0.5
-14.8922156,0.51918664,0.5
-14.99824534,0.512032896,0.5
-15.17601468,0.493953513,0.5
-15.2976181,0.494225154,0.5
-15.46442891,0.496445433,0.5
-15.57821248,0.507785505,0.5
-15.7449944,0.522939265,0.5
-15.87122534,0.545393038,0.5
-16.02708175,0.566065342,0.5
-16.17981187,0.590425964,0.5
-16.34500588,0.618509729,0.5
-16.50087055,0.635486763,0.5
-16.64583447,0.646896501,0.5
-16.82507202,0.669468701,0.5
-16.97472538,0.675345974,0.5
-17.1508614,0.690520656,0.5
-17.32702633,0.692761864,0.5
-17.48444588,0.711590036,0.5
-17.65279507,0.723052032,0.5
-17.80243604,0.734472238,0.5
-17.9473917,0.749577274,0.5
-18.11729578,0.7628904,0.5
-18.28411898,0.759567809,0.5
-18.45406846,0.752556906,0.5
-18.6084319,0.743663537,0.5
-18.75810176,0.742150278,0.5
-18.90777576,0.738789382,0.5
-19.0683505,0.74099579,0.5
-19.22267678,0.748731185,0.5
-19.511091,0.751223225,0.5
-19.66543379,0.75156807,0.5
-19.81665442,0.753753591,0.5
-19.97880056,0.750420576,0.5
-20.12847456,0.7470597,0.5
