0	0
-0.09665913	0.000215772
-0.257134892	0.046765224
-0.395846267	0.065551361
-0.531464352	0.0732447
-0.676444795	0.077263645
-0.812079381	0.077566431
-0.952403393	0.072336743
-1.091176639	0.063408296
-1.22527695	0.05262177
-1.364066695	0.036302768
-1.502839939	0.027374327
-1.636932007	0.020283087
-1.769469178	0.011340728
-1.908246548	0.000564651
-2.040779596	-0.006530064
-2.185788916	-0.015444575
-2.33079411	-0.022511443
-2.489818093	-0.024004064
-2.63636168	-0.02182925
-2.781333874	-0.014114995
-2.923196284	-0.010102978
-3.051039903	-0.011665203
-3.189796649	-0.013203063
-3.330087663	-0.003651601
-3.475051608	0.007757943
-3.613783604	0.017305927
-3.758743421	0.030563115
-3.916175386	0.043848152
-4.053364863	0.046002102
-4.196782162	0.051865259
-4.340211839	0.052185498
-4.483641514	0.052505739
-4.628650834	0.043591265
-4.772105263	0.032825673
-4.923354782	0.022077488
-5.079252477	0.024273224
-5.216425455	0.03381775
-5.367604841	0.054479444
-5.496974474	0.067701848
-5.643472679	0.090200743
-5.780616776	0.112678752
-5.927110854	0.137025291
-6.058018875	0.159489381
-6.192053184	0.178265156
-6.327658889	0.191501494
-6.47883827	0.212163206
-6.62847101	0.227278519
-6.778112003	0.238698556
-6.949587499	0.246472054
-7.088327742	0.252324807
-7.247331092	0.26007046
-7.389181119	0.26962546
-7.537258965	0.282889666
-7.671309772	0.294274902
-7.816257202	0.313075068
-7.954956182	0.33740423
-8.107665696	0.371002925
-8.252571865	0.408279493
-8.408411789	0.436342236
-8.57517722	0.458886435
-8.745056558	0.483285238
-8.891563004	0.502088902
-9.047423556	0.520913459
-9.200174326	0.536035775
-9.36072431	0.549327861
-9.510357041	0.564443218
-9.659998026	0.575863298
-9.794044701	0.589096204
-9.935890592	0.60049888
-10.08242179	0.608216723
-10.21181204	0.612200991
-10.33808013	0.618025936
-10.46123019	0.623843919
-10.59219183	0.622288755
-10.73251172	0.618906844
-10.87439475	0.613680777
-11.02564427	0.602932686
-11.18311335	0.599589081
-11.32966931	0.596221106
-11.46843843	0.589140445
-11.60253049	0.582049341
-11.72256664	0.586012736
-11.85507493	0.590003988
-11.99383167	0.588466252
-12.13260904	0.577690322
-12.27919802	0.559541244
-12.41641637	0.548761834
-12.5520592	0.545369504
-12.69550538	0.538299306
-12.84364512	0.523848997
-12.98866269	0.511239368
-13.13210474	0.506016816
-13.26462541	0.504465169
-13.40339041	0.499232174
-13.54215541	0.493999182
-13.679349	0.494305626
-13.81029827	0.498293423
-13.94436558	0.502288187
-14.08778287	0.508151487
-14.21249607	0.512125359
-14.35591748	0.516141023
-14.46191834	0.521920749
-14.61312246	0.531496746
-14.71913569	0.531733557
-14.8922156	0.51918664
-14.99824534	0.512032896
-15.17601468	0.493953513
-15.2976181	0.494225154
-15.46442891	0.496445433
-15.57821248	0.507785505
-15.7449944	0.522939265
-15.87122534	0.545393038
-16.02708175	0.566065342
-16.17981187	0.590425964
-16.34500588	0.618509729
-16.50087055	0.635486763
-16.64583447	0.646896501
-16.82507202	0.669468701
-16.97472538	0.675345974
-17.1508614	0.690520656
-17.32702633	0.692761864
-17.48444588	0.711590036
-17.65279507	0.723052032
-17.80243604	0.734472238
-17.9473917	0.749577274
-18.11729578	0.7628904
-18.28411898	0.759567809
-18.45406846	0.752556906
-18.6084319	0.743663537
-18.75810176	0.742150278
-18.90777576	0.738789382
-19.0683505	0.74099579
-19.22267678	0.748731185
-19.511091	0.751223225
-19.66543379	0.75156807
-19.81665442	0.753753591
-19.97880056	0.750420576
-20.12847456	0.7470597
-20.2797117	0.741854668
-20.42783081	0.736642672
-20.57439502	0.729579555
-20.72095511	0.724364081
-20.85348404	0.719117258
-20.99848511	0.713898303
-21.12477383	0.710485189
-21.26354296	0.703404665
-21.394517	0.696306725
-21.53328612	0.689226205
-21.66270527	0.680277145
-21.80771047	0.673210563
-21.93868864	0.664264991
-22.08993404	0.655364709
-22.21468439	0.642709925
-22.3690726	0.622730778
-22.49850826	0.606391171
-22.65601864	0.584571355
-22.79013136	0.568242203
-22.94918424	0.553816433
-23.08017893	0.537480318
-23.24079495	0.521210397
-23.37490355	0.506728894
-23.53709098	0.484919542
-23.66808979	0.466735797
-23.81938888	0.433816226
-23.93013697	0.408196632
-24.07368226	0.35678325
-24.20007008	0.309026825
-24.3280417	0.250188048
-24.44663031	0.204261847
-24.57303879	0.147267228
-24.69634162	0.084722723
-24.82119934	0.024029346
-24.95854985	-0.045874355
-25.08030192	-0.112117618
-25.2067517	-0.187588623
-25.31447261	-0.253863239
-25.42689122	-0.3293656
-25.52994334	-0.399345946
-25.64704727	-0.478533131
-25.75947828	-0.559578408
-25.87659873	-0.646156147
-25.98747073	-0.727204904
-26.10302803	-0.811938486
-26.21078199	-0.89299421
-26.31541792	-0.974056899
-26.41538918	-1.060672963
-26.5153687	-1.150984301
-26.6231557	-1.246821137
-26.73094684	-1.344505612
-26.82624518	-1.432979762
